"11/20/2010 07",7.00,29.24,33.92,8405,TRUE,210,-877.2,,,,
"11/20/2010 08",8.00,40.11,33.93,8561,TRUE,210,0,,,,
"11/20/2010 09",9.00,34.08,33.94,8694,TRUE,210,0,,,,
"11/20/2010 10",10.00,30.42,33.94,8923,TRUE,210,0,,,,
"11/20/2010 11",11.00,28.38,33.92,9066,TRUE,210,0,,,,
"11/20/2010 12",12.00,28.9,33.91,9077,TRUE,210,0,,,,
"11/20/2010 13",13.00,28.48,33.9,8984,TRUE,210,0,,,,
"11/20/2010 14",14.00,27.42,33.87,8962,TRUE,210,0,,,,
"11/20/2010 15",15.00,28,33.86,8964,TRUE,210,0,,,,
"11/20/2010 16",16.00,28.33,33.85,9017,TRUE,210,0,,,,
"11/20/2010 17",17.00,106.24,33.95,9341,FALSE,180,3187.2,,,,
"11/20/2010 18",18.00,198.25,34.19,9636,FALSE,150,5947.5,,,,
"11/20/2010 19",19.00,41.47,34.19,9535,FALSE,120,1244.1,,,,
"11/20/2010 20",20.00,99.11,34.28,9400,FALSE,90,2973.3,,,,
"11/20/2010 21",21.00,34.98,34.29,9296,FALSE,60,1049.4,,,,
"11/20/2010 22",22.00,31.59,34.3,9151,FALSE,30,947.7,,,,
"11/20/2010 23",23.00,33.16,34.31,8916,FALSE,0,0,,,,
"11/20/2010 24",24.00,37.53,34.34,8668,TRUE,27.75,-1125.9,,,,
"11/21/2010 01",1.00,35.55,34.36,8449,TRUE,55.5,-1066.5,,,,
"11/21/2010 02",2.00,37.49,34.38,8304,TRUE,83.25,-1124.7,,,,
"11/21/2010 03",3.00,32.81,34.4,8219,TRUE,111,-984.3,,,,
"11/21/2010 04",4.00,31.95,34.42,8192,TRUE,138.75,-958.5,,,,
"11/21/2010 05",5.00,29.03,34.42,8150,TRUE,166.5,-870.9,,,,
"11/21/2010 06",6.00,27.88,34.41,8229,TRUE,194.25,-836.4,,,,
"11/21/2010 07",7.00,22.75,34.39,8323,TRUE,210,-682.5,,,,
"11/21/2010 08",8.00,28.68,34.38,8553,TRUE,210,0,,,,
"11/21/2010 09",9.00,34.2,34.37,8675,TRUE,210,0,,,,
"11/21/2010 10",10.00,33.13,34.37,8778,TRUE,210,0,,,,
"11/21/2010 11",11.00,31.33,34.36,8887,TRUE,210,0,,,,
"11/21/2010 12",12.00,28.95,34.26,8946,TRUE,210,0,,,,
"11/21/2010 13",13.00,29.49,34.17,8993,TRUE,210,0,,,,
"11/21/2010 14",14.00,29.46,34.11,8988,TRUE,210,0,,,,
"11/21/2010 15",15.00,28.81,34.11,8985,TRUE,210,0,,,,
"11/21/2010 16",16.00,28.89,34.11,9094,TRUE,210,0,,,,
"11/21/2010 17",17.00,365.98,34.57,9388,FALSE,180,10979.4,,,,
"11/21/2010 18",18.00,499.77,35.21,9636,FALSE,150,14993.1,,,,
"11/21/2010 19",19.00,499.77,35.85,9518,FALSE,120,14993.1,,,,
"11/21/2010 20",20.00,390.13,36.33,9397,FALSE,90,11703.9,,,,
"11/21/2010 21",21.00,36.8,36.34,9352,FALSE,60,1104,,,,
"11/21/2010 22",22.00,34.51,36.36,9260,FALSE,30,1035.3,,,,
"11/21/2010 23",23.00,29.75,36.37,8958,FALSE,0,0,,,,
"11/21/2010 24",24.00,25.43,36.38,8614,TRUE,27.75,-762.9,,,,
"11/22/2010 01",1.00,28.77,36.39,8389,TRUE,55.5,-863.1,,,,
"11/22/2010 02",2.00,28.6,36.41,8280,TRUE,83.25,-858,,,,
"11/22/2010 03",3.00,26.01,36.42,8227,TRUE,111,-780.3,,,,
"11/22/2010 04",4.00,22.41,36.43,8209,TRUE,138.75,-672.3,,,,
"11/22/2010 05",5.00,28.33,36.44,8253,TRUE,166.5,-849.9,,,,
